Categories,Negative,Titles,Links,Summary
Elderly,0,「照顧者資訊網」半年45萬點擊 年底冀推評估功能 - 20240522 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20240522/s00002/1716316029497/,【明報專訊】提供一站式照顧者資訊的「照顧者資訊網」（www.carers.hk）於去年11月底推出，計劃首席研究員、樹仁大學社會工作學系主任方富輝表示，截至本周一（20日）網站有45.5萬點擊率，遠超一年9萬點擊率目標。方富輝說，未來除會繼續更新網站資訊，亦會逐步擴展功能，包括目標今年底推出照顧需要及評估工具；目前亦與相關技術公司商談，計劃在明年首季加入人工智能（AI）聊天機械人功能，讓不諳使用手提電話打字的長者，可透過語言功能查詢網站內容，他相信加入聊天機械人後會有更多人使用網站。相關字詞﹕照顧者 照顧者資訊網  
Elderly,0,馬會設9照顧者中心 5年料助逾4萬人 - 20240524 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20240524/s00002/1716487604844/,【明報專訊】隨着長者人口持續增長，本港邁向超高齡社會。為應對護老者及受照顧長者需要，賽馬會透過慈善信託基金撥款逾2.9億元推出「賽馬會護老導航照顧者支援計劃」，在社區陸續設立9間照顧者中心，為期5年的計劃料可惠及逾2.7萬名照顧者及1.5萬名受照顧長者。計劃首階段亦訪問約1500名護老者，發現7.3%受訪者被評為有高度需求照顧者，即正面對家庭衝突、焦慮、有自我傷害或傷害他人風險。 
Elderly,0,【Emily】支援長者照顧者 關愛隊擬全港推 - 20240722 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20240722/s00002/1721579808445/,【明報專訊】為期一年嘅關愛隊「支援長者及照顧者先導計劃」（下稱計劃）3月底推出，以荃灣同南區做試點，為獨老、雙老、護老者同殘疾人士照顧者等提供支援同跟進服務。社署話，會按實際運作情况檢討同改善計劃，仲透露考慮將計劃擴展至全港18區。相關字詞﹕社署 照顧者 關愛隊  
Elderly,0,長者兩元乘車優惠周日起須樂悠咭 - 20240821 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20240821/s00002/1724177656806/,【明報專訊】年滿60歲香港居民周日（25日）起享用2元乘車優惠，必須使用「樂悠咭」，不記名長者八達通及一般個人八達通將不再適用。 
Elderly,0,團體提《施政》訴求 倡長者中心設「照顧者支援閣」 - 20240901 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20240901/s00002/1725124437707/,【明報專訊】政府正就《施政報告》諮詢公眾，9個工會及民間團體昨舉行聯合記者會表達訴求。上月初觀塘一對年長母子失聯多日後被發現倒斃家中，有意見認為事件再次反映本港識別高危照顧者的能力不足。老人權益中心認為，相關部門建立識別高危個案的「跨部門資料庫」需時，建議施政報告參考賽馬會護老導航照額者支援計劃，在全港214間長者地區中心或長者鄰舍中心成立「照顧者支援閣」，作為支援照顧者的第一度防線，提供「易達」及即時服務。相關字詞﹕僱員補償條例 照顧者支援 工作暑熱警告 施政報告  
Elderly,0,【Emily】援留守長者 仁愛堂擬招募培訓義氣仔女 - 20240905 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20240905/s00002/1725470969019/,【明報專訊】仁愛堂噚日公布未來工作計劃，其中一項「替假護老者『義氣仔女』培訓先導計劃」會招募和培訓社區義工，陪伴同照顧「留守長者」。仁愛堂話，呢個項目會為家人移民海外嘅「留守長者」、雙老及欠缺支援嘅護老者提供喘息空間。相關字詞﹕移民 留守長者 仁愛堂  
Elderly,0,團體倡照顧者津貼免審查 准自行申請 - 20240912 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20240912/s00002/1726079469797/,【明報專訊】觀塘上月發生照顧者與被照顧者雙亡慘案，引起社會關注照顧者支援措施是否不足。關注家居照顧服務大聯盟昨到政府總部外請願及遞交請願信，就《施政報告》提交建議，提出將照顧者津貼開放予長者生活津貼、綜援及傷殘津貼受惠者申請，並撤銷入息及資產審查。相關字詞﹕照顧者 施政報告  
Elderly,0,北上安老7新院舍 兩與港合營 兩間稱港府曾派員評估 一稱不能公開買位價 - 20241023 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20241023/s00002/1729620633674/,【明報專訊】新一份《施政報告》提出支援長者北上安老，擴大廣東院舍照顧服務計劃，指定院舍增至11間，社署昨日公布新增的7間安老院（見表），下月1日起提供資助護理安老宿位。九龍樂善堂有份營運其中一間，其總幹事劉愛詩向本報說，計劃對長者有充分醫療支援，能提供優質服務選擇，不認同是「踢」長者北上養老。相關字詞﹕北上養老 大灣區 樂善堂 孫玉菡 社署 施政報告 廣東院舍照顧服務計劃  
Elderly,0,助腦退化者回家 屈臣氏百佳門市裝友里蹤跡App - 20241028 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20241028/s00002/1730052133234/,【明報專訊】在筆記本寫下是日工作清單，剛到巴士站，清單連同回家路線忘得一乾二淨——腦退化症患者每日徘徊在與家人失散的邊緣。屈臣氏集團和賽馬會耆智園合作推出「耆跡守護網」計劃，在全港逾500間百佳超市、屈臣氏等全線門市的逾1200部流動裝置安裝「友里蹤跡」應用程式，協助照顧者尋找走失患者。相關字詞﹕賽馬會耆智園 照顧者 長者 屈臣氏 腦退化症  
Elderly,0,博愛藍地建全港最大安老院 1434宿位 料2027營運 - 20241127 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20241127/s00002/1732643369348/,【明報專訊】正在興建的「博愛醫院屯門藍地長者護理及護養安老院舍」，預計明年初上蓋施工，2026年竣工，同年中開始接受首批申請，預計2027年首季起投入服務。該院可提供1434個宿位，將成為本港最大護養安老院，並引入智能藥房等科技。相關字詞﹕安老院 藍地 博愛醫院  
Elderly,0,社署擴日間暫託 服務點增至300 - 20241202 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20241202/s00002/1733075056443/,【明報專訊】社會福利署昨日宣布擴展長者日間暫託服務網絡，即日起超過110間在長者社區照顧服務券計劃下的認可服務單位，亦可為有需要長者提供日間暫託，紓緩照顧者壓力，即全港日間暫託服務點會由約190個增至逾300個。現時部分受資助長者日間護理中心或單位設有指定日間暫託名額，而所有受資助長者日間護理中心或單位均可使用偶然空置的日間護理服務名額，以提供日間暫託服務。參與改善買位計劃並設有長者住宿暫託服務的私營安老院，在出現空置宿位時亦會提供暫託服務。服務時間一般為上午8時至下午6時。社署鼓勵有需要的長者及其照顧者致電照顧者支援專線182183，由社工協助安排配對暫託服務；直接向提供長者日間暫託服務的單位申請；或透過綜合家庭服務中心或綜合服務中心、醫務社會服務部或長者服務單位轉介。收費每日41.5元市民可透過「暫託服務／緊急住宿空置名額查詢系統」（www.ves.swd.gov.hk）獲取長者日間暫託服務資料。日間暫託服務的使用者毋須經過安老服務統一評估機制評估，亦對長者居住區域不設限制。收費方面，受資助長者日間護理中心或單位，以及相關私營安老院每日41.5元；參與長者社區照顧服務券計劃的認可服務單位則每節21元。 
Elderly,0,綜援婦求醫3認可牙診遭拒 2無解釋 第三間始告知需看專科 社工：冰山一角 - 20241209 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20241209/s00002/1733681721757/,【明報專訊】政府口腔健康及牙科護理工作小組上周發表總結報告，目標加強預防，期望市民保存牙齒。綜援受助人可獲社署牙科治療費用津貼，67歲周婆婆4年前起受牙痛困擾，先後向3間社署認可牙科診所求醫，首兩間卻在無解釋下拒絕報價和治療，甚至有牙醫要求「過主」。後來她才知要專科治療，一般牙科診所不懂重杜牙根，幾經波折下轉介至菲臘牙科醫院，由社福機構資助約1.6萬元治療。協助個案的社工稱婆婆情况冰山一角，質疑上述情况有違保存牙齒政策方針，建議社署檢視制度（見另稿）。社署：倘牙患複雜難索估價  可找署方職員社署回覆本報稱，如個別受助人有特別困難，例如因牙患複雜以致無法索取估價，可與社署職員溝通，署方會因應個案實際情况諮詢衛生署，以提供專業意見及適切協助。醫衛局：弱勢牙科服務已滿足絕大部分需要醫衛局稱，綜援牙科治療津貼由社署執行，該局無有關個案詳情，不便評論。該局稱絕大部分牙患可由非專科牙醫處理，為弱勢社群提供的牙科服務已能滿足絕大部分需要；如有特別嚴重口腔病患，可由牙醫轉介醫院口腔頜面外科專科跟進。該局稱將推出社區牙科支援計劃，目的為弱勢社群預防和及早處理牙患，減少牙患及惡化。獨居深水埗公屋的周婆婆，20年前為右下兩顆臼齒杜牙根，新冠疫情初期兩顆牙再次敏感不適，進食冷熱食物均疼痛難當，只好以左顎慢慢咀嚼，刷牙時更「痛到痹」，惟當時憂慮疫情而無求醫，去年初疫情放緩才決定求診。終轉介菲臘「私家」收費治療  社協助籌資社署為綜援受助人提供牙科治療費用津貼，涵蓋脫牙、洗牙、鑲補、假牙、牙冠、牙橋、牙柱、牙樁及杜牙根，受助人向社署認可牙科診所檢查及索取估價後，可受資助由本港任何註冊牙醫治療。周婆婆憶述，去年初起先後向3間社署認可牙科診所要求報價均遭拒絕，首兩間「連解釋都無」，更有牙醫表示「過主」。周婆婆今年7月在第三間診所檢查後獲告知該兩顆牙需再杜牙根，由於重杜牙根屬專科治療，一般診所不敢報價，遂將她轉介至菲臘牙科醫院。她在該院檢查後，因不符教學用途要以私家收費治療，最終在社區組織協會籌集資金後，9月花約1.6萬元治療，現已治癒。嘆每次申報價皆須從頭再來  盼專科納資助周婆婆說，申請報價極不容易，「姑娘（社署社工）電話好難打，留言又未必覆」，從社工取得報價書後再約診所估價，每當診所拒估價，她要再向社工申請報價書，每次過程以月計。她說第三間診所牙醫曾勸她剝牙，但她有感「好地地一隻牙就這樣剝了」未必是好事，故無答應。她慶幸獲社協幫助，否則最少要儲蓄一兩年才能支付過萬元，期望綜援牙科資助可涵蓋專科，幫助其他有需要基層。她對不斷被牙科診所拒絕感無奈，「叫我『過主』都起碼有原因」，例如建議她尋求專科治療，「起碼我有目標搜尋」，而非不斷反覆重試估價。明報記者■明報報料熱線﹕inews@mingpao.com / 9181 4676相關字詞﹕醫務衛生局 口腔健康及牙科護理工作小組 綜援 社署 牙科  
Elderly,0,稱多個案無獲被拒原因 社協倡精簡報價訂指引 - 20241209 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20241209/s00002/1733681721929/,【明報專訊】領取綜援的周婆婆幾經波折始得悉需重杜牙根，在菲臘牙科醫院自費治療。社區組織協會幹事連瑋翹說，周婆婆情况只是冰山一角，協會每年接到不少類似個案，建議社署制定針對牙科專科治療的綜援資助流程和指引。他稱，曾有社署認可牙科診所牙醫反映自己無專科認知和資格，即使只是估價而非直接治療，亦擔心有違專業操守而拒絕。政府口腔健康及牙科護理工作小組總結報告提出，發展以預防為重的基層口腔護理，鼓勵市民保存牙齒。連瑋翹說，政府重視牙科預防，政策不應變相鼓勵剝牙；即使長者決定剝牙解決牙患，也可向綜援申請資助鑲配假牙，費用或與重杜牙根相若，質疑「社署最尾都是要出錢，為何初初不包專科？」連稱，不少個案反映社署認可牙科診所無解釋拒絕報價原因，社署社工亦不清楚問題，導致不少長者花一兩年多次「摸門釘」才得知答案，延誤治療，亦認為情况反映報價制度繁複，令市民「大病看不到，小病更不會看，莫說預防保健」。他建議社署精簡報價程序，並制定針對牙科專科治療的綜援資助流程和指引，考慮統一轉介菲臘牙科醫院估價或治療，並加強社工培訓。相關字詞﹕綜援 牙科 社署  
